,Year,Commodity,State,Yield_lb_per_acre,Acres_Harvested,Price_in_CWT,HUMIDITY_%,PH_soil_type,Population,prop_topic_RO,prop_topic_GE,prop_topic_WE
616,2018,BARLEY,MARYLAND,3360.0,19000,5.416666667,66,5.457871273,6042.153,0.1217994058565568,0.32960814825293533,0.5485924458905078
617,2018,BARLEY,MARYLAND,3360.0,19000,5.416666667,66,5.457871273,6042.153,0.058504073068378175,0.3497901752653666,0.5917057516662553
618,2017,BARLEY,MARYLAND,3648.0,27000,6.041666667,68,4.759490199,6028.186,0.042236621070314374,0.19798416126709864,0.759779217662587
619,2017,BARLEY,MARYLAND,3648.0,27000,6.041666667,68,4.759490199,6028.186,0.02981736861721953,0.17256802087215803,0.7976146105106224
620,2016,BARLEY,MARYLAND,3456.0,34000,5.604166667,69,7.342409555,6007.014,0.07707509881422925,0.2938076416337286,0.6291172595520421
621,2016,BARLEY,MARYLAND,3456.0,34000,5.604166667,69,7.342409555,6007.014,0.04062909567496723,0.23853211009174313,0.7208387942332897
622,2015,BARLEY,MARYLAND,3312.0,35000,5.729166667,71,4.820788186,5988.528,0.04233095107201759,0.2677295217152281,0.6899395272127543
623,2015,BARLEY,MARYLAND,3312.0,35000,5.729166667,71,4.820788186,5988.528,0.022653721682847898,0.21790722761596548,0.7594390507011867
624,2014,BARLEY,MARYLAND,3696.0,45000,7.5,71,6.242052013,5960.064,0.02308917197452229,0.2157643312101911,0.7611464968152867
625,2014,BARLEY,MARYLAND,3696.0,45000,7.5,71,6.242052013,5960.064,0.007530120481927711,0.20783132530120482,0.7846385542168675
626,2013,BARLEY,MARYLAND,4080.0,52000,8.604166667,70,5.001038726,5925.197,0.012474012474012475,0.21933471933471935,0.7681912681912682
627,2013,BARLEY,MARYLAND,4080.0,52000,8.604166667,70,5.001038726,5925.197,0.009861932938856016,0.1873767258382643,0.8027613412228797
628,2019,CORN,MARYLAND,9016.0,460000,7.678571429,63,5.661826398,6054.954,0.09961439588688946,0.2320051413881748,0.6683804627249358
629,2019,CORN,MARYLAND,9016.0,460000,7.678571429,63,5.661826398,6054.954,0.06714876033057851,0.19318181818181818,0.7396694214876033
630,2018,CORN,MARYLAND,8176.0,380000,6.857142857,61,4.672437054,6042.153,0.1217994058565568,0.32960814825293533,0.5485924458905078
631,2018,CORN,MARYLAND,8176.0,380000,6.857142857,61,4.672437054,6042.153,0.058504073068378175,0.3497901752653666,0.5917057516662553
632,2017,CORN,MARYLAND,9632.0,420000,7.178571429,59,6.471862118,6028.186,0.042236621070314374,0.19798416126709864,0.759779217662587
633,2017,CORN,MARYLAND,9632.0,420000,7.178571429,59,6.471862118,6028.186,0.02981736861721953,0.17256802087215803,0.7976146105106224
634,2016,CORN,MARYLAND,8512.0,400000,5.892857143,59,5.384762927,6007.014,0.07707509881422925,0.2938076416337286,0.6291172595520421
635,2016,CORN,MARYLAND,8512.0,400000,5.892857143,59,5.384762927,6007.014,0.04062909567496723,0.23853211009174313,0.7208387942332897
636,2015,CORN,MARYLAND,9184.0,380000,5.857142857,66,5.859813416,5988.528,0.04233095107201759,0.2677295217152281,0.6899395272127543
637,2015,CORN,MARYLAND,9184.0,380000,5.857142857,66,5.859813416,5988.528,0.022653721682847898,0.21790722761596548,0.7594390507011867
638,2014,CORN,MARYLAND,9800.0,430000,6.178571429,68,6.962386495,5960.064,0.02308917197452229,0.2157643312101911,0.7611464968152867
639,2014,CORN,MARYLAND,9800.0,430000,6.178571429,68,6.962386495,5960.064,0.007530120481927711,0.20783132530120482,0.7846385542168675
640,2013,CORN,MARYLAND,8848.0,420000,6.553571429,69,6.12166671,5925.197,0.012474012474012475,0.21933471933471935,0.7681912681912682
641,2013,CORN,MARYLAND,8848.0,420000,6.553571429,69,6.12166671,5925.197,0.009861932938856016,0.1873767258382643,0.8027613412228797
642,2019,WHEAT,MARYLAND,4500.0,165000,6.8,67,4.603563116,6054.954,0.09961439588688946,0.2320051413881748,0.6683804627249358
643,2019,WHEAT,MARYLAND,4500.0,165000,6.8,67,4.603563116,6054.954,0.06714876033057851,0.19318181818181818,0.7396694214876033
644,2018,WHEAT,MARYLAND,3780.0,200000,8.166666667,66,6.979540061,6042.153,0.1217994058565568,0.32960814825293533,0.5485924458905078
645,2018,WHEAT,MARYLAND,3780.0,200000,8.166666667,66,6.979540061,6042.153,0.058504073068378175,0.3497901752653666,0.5917057516662553
646,2017,WHEAT,MARYLAND,4260.0,185000,7.966666667,66,7.064973419,6028.186,0.042236621070314374,0.19798416126709864,0.759779217662587
647,2017,WHEAT,MARYLAND,4260.0,185000,7.966666667,66,7.064973419,6028.186,0.02981736861721953,0.17256802087215803,0.7976146105106224
648,2016,WHEAT,MARYLAND,3840.0,260000,6.733333333,65,5.16516459,6007.014,0.07707509881422925,0.2938076416337286,0.6291172595520421
649,2016,WHEAT,MARYLAND,3840.0,260000,6.733333333,65,5.16516459,6007.014,0.04062909567496723,0.23853211009174313,0.7208387942332897
650,2015,WHEAT,MARYLAND,3840.0,270000,8.133333333,64,5.111488821,5988.528,0.04233095107201759,0.2677295217152281,0.6899395272127543
651,2015,WHEAT,MARYLAND,3840.0,270000,8.133333333,64,5.111488821,5988.528,0.022653721682847898,0.21790722761596548,0.7594390507011867
652,2014,WHEAT,MARYLAND,4200.0,250000,8.7,62,5.374358869,5960.064,0.02308917197452229,0.2157643312101911,0.7611464968152867
653,2014,WHEAT,MARYLAND,4200.0,250000,8.7,62,5.374358869,5960.064,0.007530120481927711,0.20783132530120482,0.7846385542168675
654,2013,WHEAT,MARYLAND,4020.0,260000,10.7,65,5.671419084,5925.197,0.012474012474012475,0.21933471933471935,0.7681912681912682
655,2013,WHEAT,MARYLAND,4020.0,260000,10.7,65,5.671419084,5925.197,0.009861932938856016,0.1873767258382643,0.8027613412228797
656,2019,OATS,MICHIGAN,1824.0,25000,11.34375,72,6.842744374,10070.627,0.5028571428571429,0.14666666666666667,0.3504761904761905
657,2019,OATS,MICHIGAN,1824.0,25000,11.34375,72,6.842744374,10070.627,0.09018567639257294,0.16114058355437666,0.7486737400530504
658,2018,OATS,MICHIGAN,2016.0,50000,10.34375,73,6.876572503,9987.286,0.5055928411633109,0.1825503355704698,0.3118568232662192
659,2018,OATS,MICHIGAN,2016.0,50000,10.34375,73,6.876572503,9987.286,0.15630646910010842,0.28514636790748105,0.5585471629924106
660,2017,OATS,MICHIGAN,1728.0,40000,9.09375,75,6.151029296,9976.752,0.2689161554192229,0.15644171779141106,0.5746421267893661
661,2017,OATS,MICHIGAN,1728.0,40000,9.09375,75,6.151029296,9976.752,0.04781704781704782,0.13357588357588357,0.8186070686070686
662,2016,OATS,MICHIGAN,1856.0,30000,7.125,74,4.567446499,9954.117,0.36454849498327757,0.1939799331103679,0.4414715719063545
663,2016,OATS,MICHIGAN,1856.0,30000,7.125,74,4.567446499,9954.117,0.10127826941986234,0.168141592920354,0.7305801376597837
664,2015,OATS,MICHIGAN,2144.0,50000,6.15625,73,3.692863601,9934.483,0.21052631578947367,0.24060150375939848,0.5488721804511278
665,2015,OATS,MICHIGAN,2144.0,50000,6.15625,73,3.692863601,9934.483,0.07254901960784314,0.1696078431372549,0.7578431372549019
666,2014,OATS,MICHIGAN,2208.0,40000,10.625,77,4.371745575,9932.033,0.12446351931330472,0.22746781115879827,0.648068669527897
667,2014,OATS,MICHIGAN,2208.0,40000,10.625,77,4.371745575,9932.033,0.03699788583509514,0.14799154334038056,0.8150105708245243
668,2013,OATS,MICHIGAN,1984.0,30000,11.5,74,8.399135958,9914.802,0.13989637305699482,0.16580310880829016,0.694300518134715
669,2013,OATS,MICHIGAN,1984.0,30000,11.5,74,8.399135958,9914.802,0.01878612716763006,0.14739884393063585,0.8338150289017341
670,2019,BARLEY,MICHIGAN,2112.0,8000,6.25,73,8.050304395,9984.795,0.5028571428571429,0.14666666666666667,0.3504761904761905
671,2019,BARLEY,MICHIGAN,2112.0,8000,6.25,73,8.050304395,9984.795,0.09018567639257294,0.16114058355437666,0.7486737400530504
672,2018,BARLEY,MICHIGAN,2064.0,3000,5.104166667,75,9.679240873,9987.286,0.5055928411633109,0.1825503355704698,0.3118568232662192
673,2018,BARLEY,MICHIGAN,2064.0,3000,5.104166667,75,9.679240873,9987.286,0.15630646910010842,0.28514636790748105,0.5585471629924106
674,2015,BARLEY,MICHIGAN,2688.0,6000,6.041666667,74,6.974978386,9934.483,0.21052631578947367,0.24060150375939848,0.5488721804511278
675,2015,BARLEY,MICHIGAN,2688.0,6000,6.041666667,74,6.974978386,9934.483,0.07254901960784314,0.1696078431372549,0.7578431372549019
676,2014,BARLEY,MICHIGAN,2544.0,8000,8.104166667,73,7.39389918,9932.033,0.12446351931330472,0.22746781115879827,0.648068669527897
677,2014,BARLEY,MICHIGAN,2544.0,8000,8.104166667,73,7.39389918,9932.033,0.03699788583509514,0.14799154334038056,0.8150105708245243
678,2013,BARLEY,MICHIGAN,2496.0,9000,9.895833333,77,6.68727523,9914.802,0.13989637305699482,0.16580310880829016,0.694300518134715
679,2013,BARLEY,MICHIGAN,2496.0,9000,9.895833333,77,6.68727523,9914.802,0.01878612716763006,0.14739884393063585,0.8338150289017341
680,2019,CORN,MICHIGAN,8232.0,1610000,6.660714286,72,8.985348193,9984.795,0.5028571428571429,0.14666666666666667,0.3504761904761905
681,2019,CORN,MICHIGAN,8232.0,1610000,6.660714286,72,8.985348193,9984.795,0.09018567639257294,0.16114058355437666,0.7486737400530504
682,2018,CORN,MICHIGAN,8512.0,1860000,6.892857143,73,5.87707519,9987.286,0.5055928411633109,0.1825503355704698,0.3118568232662192
683,2018,CORN,MICHIGAN,8512.0,1860000,6.892857143,73,5.87707519,9987.286,0.15630646910010842,0.28514636790748105,0.5585471629924106
684,2017,CORN,MICHIGAN,8904.0,1890000,7.982142857,75,7.707595055,9976.752,0.2689161554192229,0.15644171779141106,0.5746421267893661
685,2017,CORN,MICHIGAN,8904.0,1890000,7.982142857,75,7.707595055,9976.752,0.04781704781704782,0.13357588357588357,0.8186070686070686
686,2016,CORN,MICHIGAN,8792.0,2040000,5.982142857,74,4.524171562,9954.117,0.36454849498327757,0.1939799331103679,0.4414715719063545
687,2016,CORN,MICHIGAN,8792.0,2040000,5.982142857,74,4.524171562,9954.117,0.10127826941986234,0.168141592920354,0.7305801376597837
688,2015,CORN,MICHIGAN,9072.0,2070000,6.053571429,73,9.926212291,9934.483,0.21052631578947367,0.24060150375939848,0.5488721804511278
689,2015,CORN,MICHIGAN,9072.0,2070000,6.053571429,73,9.926212291,9934.483,0.07254901960784314,0.1696078431372549,0.7578431372549019
690,2014,CORN,MICHIGAN,9016.0,2210000,6.142857143,77,6.455592696,9932.033,0.12446351931330472,0.22746781115879827,0.648068669527897
691,2014,CORN,MICHIGAN,9016.0,2210000,6.142857143,77,6.455592696,9932.033,0.03699788583509514,0.14799154334038056,0.8150105708245243
692,2013,CORN,MICHIGAN,8680.0,2230000,6.785714286,74,8.016210782,9914.802,0.13989637305699482,0.16580310880829016,0.694300518134715
693,2013,CORN,MICHIGAN,8680.0,2230000,6.785714286,74,8.016210782,9914.802,0.01878612716763006,0.14739884393063585,0.8338150289017341
694,2019,WHEAT,MICHIGAN,4260.0,490000,8.883333333,73,6.005242945,9984.795,0.5028571428571429,0.14666666666666667,0.3504761904761905
695,2019,WHEAT,MICHIGAN,4260.0,490000,8.883333333,73,6.005242945,9984.795,0.09018567639257294,0.16114058355437666,0.7486737400530504
696,2018,WHEAT,MICHIGAN,4560.0,470000,7.916666667,75,7.437078236,9987.286,0.5055928411633109,0.1825503355704698,0.3118568232662192
697,2018,WHEAT,MICHIGAN,4560.0,470000,7.916666667,75,7.437078236,9987.286,0.15630646910010842,0.28514636790748105,0.5585471629924106
698,2017,WHEAT,MICHIGAN,4740.0,425000,6.5,74,3.808429173,9976.752,0.2689161554192229,0.15644171779141106,0.5746421267893661
699,2017,WHEAT,MICHIGAN,4740.0,425000,6.5,74,3.808429173,9976.752,0.04781704781704782,0.13357588357588357,0.8186070686070686
700,2016,WHEAT,MICHIGAN,5340.0,570000,6.033333333,73,5.818219385,9954.117,0.36454849498327757,0.1939799331103679,0.4414715719063545
701,2016,WHEAT,MICHIGAN,5340.0,570000,6.033333333,73,5.818219385,9954.117,0.10127826941986234,0.168141592920354,0.7305801376597837
702,2015,WHEAT,MICHIGAN,4860.0,475000,6.15,77,4.52363558,9934.483,0.21052631578947367,0.24060150375939848,0.5488721804511278
703,2015,WHEAT,MICHIGAN,4860.0,475000,6.15,77,4.52363558,9934.483,0.07254901960784314,0.1696078431372549,0.7578431372549019
704,2014,WHEAT,MICHIGAN,4440.0,470000,9.683333333,70,3.510404312,9932.033,0.12446351931330472,0.22746781115879827,0.648068669527897
705,2014,WHEAT,MICHIGAN,4440.0,470000,9.683333333,70,3.510404312,9932.033,0.03699788583509514,0.14799154334038056,0.8150105708245243
706,2013,WHEAT,MICHIGAN,4500.0,590000,10.58333333,70,6.030447288,9914.802,0.13989637305699482,0.16580310880829016,0.694300518134715
707,2013,WHEAT,MICHIGAN,4500.0,590000,10.58333333,70,6.030447288,9914.802,0.01878612716763006,0.14739884393063585,0.8338150289017341
708,2019,OATS,MINNESOTA,1984.0,100000,8.21875,71,8.292875734,5710.578,0.09018567639257294,0.16114058355437666,0.7486737400530504
709,2019,OATS,MINNESOTA,1984.0,100000,8.21875,71,8.292875734,5710.578,0.148895292987512,0.19116234390009607,0.659942363112392
710,2018,OATS,MINNESOTA,1888.0,105000,7.78125,70,3.828031463,5608.762,0.15630646910010842,0.28514636790748105,0.5585471629924106
711,2018,OATS,MINNESOTA,1888.0,105000,7.78125,70,3.828031463,5608.762,0.16405702266884786,0.28324374853937834,0.5526992287917738
712,2017,OATS,MINNESOTA,2400.0,95000,6.71875,69,8.869532817,5569.283,0.04781704781704782,0.13357588357588357,0.8186070686070686
713,2017,OATS,MINNESOTA,2400.0,95000,6.71875,69,8.869532817,5569.283,0.06476578411405295,0.13686354378818738,0.7983706720977597
714,2016,OATS,MINNESOTA,2176.0,120000,6.3125,68,3.793575185,5525.36,0.10127826941986234,0.168141592920354,0.7305801376597837
715,2016,OATS,MINNESOTA,2176.0,120000,6.3125,68,3.793575185,5525.36,0.09741060419235512,0.16276202219482122,0.7398273736128237
716,2015,OATS,MINNESOTA,2496.0,160000,6.28125,65,4.193189124,5484.002,0.07254901960784314,0.1696078431372549,0.7578431372549019
717,2015,OATS,MINNESOTA,2496.0,160000,6.28125,65,4.193189124,5484.002,0.11096256684491979,0.22192513368983957,0.6671122994652406
718,2014,OATS,MINNESOTA,2016.0,125000,10.0625,70,7.661537348,5452.665,0.03699788583509514,0.14799154334038056,0.8150105708245243
719,2014,OATS,MINNESOTA,2016.0,125000,10.0625,70,7.661537348,5452.665,0.029609690444145357,0.18438761776581428,0.7860026917900403
720,2013,OATS,MINNESOTA,1824.0,105000,11.8125,71,9.392694614,5414.722,0.01878612716763006,0.14739884393063585,0.8338150289017341
721,2013,OATS,MINNESOTA,1824.0,105000,11.8125,71,9.392694614,5414.722,0.023148148148148147,0.10802469135802469,0.8688271604938271
722,2019,BARLEY,MINNESOTA,3216.0,55000,9.125,71,5.993513566,5640.053,0.09018567639257294,0.16114058355437666,0.7486737400530504
723,2019,BARLEY,MINNESOTA,3216.0,55000,9.125,71,5.993513566,5640.053,0.148895292987512,0.19116234390009607,0.659942363112392
724,2018,BARLEY,MINNESOTA,3648.0,50000,8.791666667,70,8.620107545,5608.762,0.15630646910010842,0.28514636790748105,0.5585471629924106
725,2018,BARLEY,MINNESOTA,3648.0,50000,8.791666667,70,8.620107545,5608.762,0.16405702266884786,0.28324374853937834,0.5526992287917738
726,2017,BARLEY,MINNESOTA,3648.0,68000,9.020833333,69,9.45949344,5569.283,0.04781704781704782,0.13357588357588357,0.8186070686070686
727,2017,BARLEY,MINNESOTA,3648.0,68000,9.020833333,69,9.45949344,5569.283,0.06476578411405295,0.13686354378818738,0.7983706720977597
728,2016,BARLEY,MINNESOTA,3168.0,79000,8.708333333,68,8.0344125,5525.36,0.10127826941986234,0.168141592920354,0.7305801376597837
729,2016,BARLEY,MINNESOTA,3168.0,79000,8.708333333,68,8.0344125,5525.36,0.09741060419235512,0.16276202219482122,0.7398273736128237
730,2015,BARLEY,MINNESOTA,3696.0,120000,11.125,65,5.414492777,5484.002,0.07254901960784314,0.1696078431372549,0.7578431372549019
731,2015,BARLEY,MINNESOTA,3696.0,120000,11.125,65,5.414492777,5484.002,0.11096256684491979,0.22192513368983957,0.6671122994652406
732,2014,BARLEY,MINNESOTA,2496.0,60000,11.20833333,70,6.276004336,5452.665,0.03699788583509514,0.14799154334038056,0.8150105708245243
733,2014,BARLEY,MINNESOTA,2496.0,60000,11.20833333,70,6.276004336,5452.665,0.029609690444145357,0.18438761776581428,0.7860026917900403
734,2013,BARLEY,MINNESOTA,3312.0,75000,12.95833333,71,9.160691747,5414.722,0.01878612716763006,0.14739884393063585,0.8338150289017341
735,2013,BARLEY,MINNESOTA,3312.0,75000,12.95833333,71,9.160691747,5414.722,0.023148148148148147,0.10802469135802469,0.8688271604938271
736,2019,CORN,MINNESOTA,9744.0,7250000,5.821428571,71,7.702287236,5640.053,0.09018567639257294,0.16114058355437666,0.7486737400530504
737,2019,CORN,MINNESOTA,9744.0,7250000,5.821428571,71,7.702287236,5640.053,0.148895292987512,0.19116234390009607,0.659942363112392
738,2018,CORN,MINNESOTA,10192.0,7460000,,70,5.88509677,5608.762,0.15630646910010842,0.28514636790748105,0.5585471629924106
739,2018,CORN,MINNESOTA,10192.0,7460000,,70,5.88509677,5608.762,0.16405702266884786,0.28324374853937834,0.5526992287917738
740,2017,CORN,MINNESOTA,10864.0,7630000,7.732142857,69,6.16496284,5569.283,0.04781704781704782,0.13357588357588357,0.8186070686070686
741,2017,CORN,MINNESOTA,10864.0,7630000,7.732142857,69,6.16496284,5569.283,0.06476578411405295,0.13686354378818738,0.7983706720977597
742,2016,CORN,MINNESOTA,10808.0,8000000,6.482142857,68,3.504752314,5525.36,0.10127826941986234,0.168141592920354,0.7305801376597837
743,2016,CORN,MINNESOTA,10808.0,8000000,6.482142857,68,3.504752314,5525.36,0.09741060419235512,0.16276202219482122,0.7398273736128237
744,2015,CORN,MINNESOTA,10528.0,7600000,6.678571429,65,7.388007483,5484.002,0.07254901960784314,0.1696078431372549,0.7578431372549019
745,2015,CORN,MINNESOTA,10528.0,7600000,6.678571429,65,7.388007483,5484.002,0.11096256684491979,0.22192513368983957,0.6671122994652406
746,2014,CORN,MINNESOTA,8736.0,7550000,6.696428571,70,8.340398059,5452.665,0.03699788583509514,0.14799154334038056,0.8150105708245243
747,2014,CORN,MINNESOTA,8736.0,7550000,6.696428571,70,8.340398059,5452.665,0.029609690444145357,0.18438761776581428,0.7860026917900403
748,2013,CORN,MINNESOTA,8904.0,8140000,8.410714286,71,8.66077954,5414.722,0.01878612716763006,0.14739884393063585,0.8338150289017341
749,2013,CORN,MINNESOTA,8904.0,8140000,8.410714286,71,8.66077954,5414.722,0.023148148148148147,0.10802469135802469,0.8688271604938271
750,2019,WHEAT,MINNESOTA,3420.0,1400000,,71,8.18422855,5640.053,0.09018567639257294,0.16114058355437666,0.7486737400530504
751,2019,WHEAT,MINNESOTA,3420.0,1400000,,71,8.18422855,5640.053,0.148895292987512,0.19116234390009607,0.659942363112392
752,2018,WHEAT,MINNESOTA,3540.0,1575000,8.216666667,70,5.131779302,5608.762,0.15630646910010842,0.28514636790748105,0.5585471629924106
753,2018,WHEAT,MINNESOTA,3540.0,1575000,8.216666667,70,5.131779302,5608.762,0.16405702266884786,0.28324374853937834,0.5526992287917738
754,2017,WHEAT,MINNESOTA,4014.0,1135000,6.783333333,69,6.294130313,5569.283,0.04781704781704782,0.13357588357588357,0.8186070686070686
755,2017,WHEAT,MINNESOTA,4014.0,1135000,6.783333333,69,6.294130313,5569.283,0.06476578411405295,0.13686354378818738,0.7983706720977597
756,2016,WHEAT,MINNESOTA,3540.0,1268000,5.333333333,68,7.991902443,5525.36,0.10127826941986234,0.168141592920354,0.7305801376597837
757,2016,WHEAT,MINNESOTA,3540.0,1268000,5.333333333,68,7.991902443,5525.36,0.09741060419235512,0.16276202219482122,0.7398273736128237
758,2015,WHEAT,MINNESOTA,3594.0,1473000,7.9,65,8.923095695,5484.002,0.07254901960784314,0.1696078431372549,0.7578431372549019
759,2015,WHEAT,MINNESOTA,3594.0,1473000,7.9,65,8.923095695,5484.002,0.11096256684491979,0.22192513368983957,0.6671122994652406
760,2014,WHEAT,MINNESOTA,3288.0,1212000,10.11666667,70,6.878498176,5452.665,0.03699788583509514,0.14799154334038056,0.8150105708245243
761,2014,WHEAT,MINNESOTA,3288.0,1212000,10.11666667,70,6.878498176,5452.665,0.029609690444145357,0.18438761776581428,0.7860026917900403
762,2013,WHEAT,MINNESOTA,3402.0,1184000,11.65,71,5.243634849,5414.722,0.01878612716763006,0.14739884393063585,0.8338150289017341
763,2013,WHEAT,MINNESOTA,3402.0,1184000,11.65,71,5.243634849,5414.722,0.023148148148148147,0.10802469135802469,0.8688271604938271
764,2019,CORN,MISSISSIPPI,9744.0,615000,6.892857143,72,8.055908858,2978.227,0.044929396662387676,0.19897304236200256,0.7560975609756098
765,2019,CORN,MISSISSIPPI,9744.0,615000,6.892857143,72,8.055908858,2978.227,0.13761467889908258,0.16055045871559634,0.7018348623853211
766,2018,CORN,MISSISSIPPI,10360.0,460000,7.339285714,71,4.397698806,2982.879,0.04495055439017081,0.3038657476775547,0.6511836979322745
767,2018,CORN,MISSISSIPPI,10360.0,460000,7.339285714,71,4.397698806,2982.879,0.18835616438356165,0.2146118721461187,0.5970319634703196
768,2017,CORN,MISSISSIPPI,10584.0,500000,,75,5.952384957,2990.674,0.012620950778291964,0.15481699621371478,0.8325620530079932
769,2017,CORN,MISSISSIPPI,10584.0,500000,,75,5.952384957,2990.674,0.11842105263157894,0.16165413533834586,0.7199248120300752
770,2016,CORN,MISSISSIPPI,9296.0,720000,8.446428571,74,8.532078733,2990.595,0.01747311827956989,0.24731182795698925,0.7352150537634409
771,2016,CORN,MISSISSIPPI,9296.0,720000,8.446428571,74,8.532078733,2990.595,0.13008130081300814,0.16260162601626016,0.7073170731707317
772,2015,CORN,MISSISSIPPI,9800.0,490000,8.892857143,75,7.224193642,2990.231,0.007731958762886598,0.2693298969072165,0.7229381443298969
773,2015,CORN,MISSISSIPPI,9800.0,490000,8.892857143,75,7.224193642,2990.231,0.15083798882681565,0.13966480446927373,0.7094972067039106
774,2014,CORN,MISSISSIPPI,10360.0,485000,9.571428571,76,4.931890506,2991.892,0.007763975155279503,0.19099378881987578,0.8012422360248447
775,2014,CORN,MISSISSIPPI,10360.0,485000,9.571428571,76,4.931890506,2991.892,0.028169014084507043,0.13615023474178403,0.8356807511737089
776,2013,CORN,MISSISSIPPI,9856.0,830000,10.51785714,71,4.626212446,2989.839,0.009208103130755065,0.11970534069981584,0.8710865561694291
777,2013,CORN,MISSISSIPPI,9856.0,830000,10.51785714,71,4.626212446,2989.839,0.019801980198019802,0.08415841584158416,0.8960396039603961
778,2019,WHEAT,MISSISSIPPI,2820.0,21000,8.25,73,9.406887533,2978.227,0.044929396662387676,0.19897304236200256,0.7560975609756098
779,2019,WHEAT,MISSISSIPPI,2820.0,21000,8.25,73,9.406887533,2978.227,0.13761467889908258,0.16055045871559634,0.7018348623853211
780,2018,WHEAT,MISSISSIPPI,2940.0,30000,8.65,71,5.80428611,2982.879,0.04495055439017081,0.3038657476775547,0.6511836979322745
781,2018,WHEAT,MISSISSIPPI,2940.0,30000,8.65,71,5.80428611,2982.879,0.18835616438356165,0.2146118721461187,0.5970319634703196
782,2017,WHEAT,MISSISSIPPI,3480.0,25000,7.8,72,8.35495812,2990.674,0.012620950778291964,0.15481699621371478,0.8325620530079932
783,2017,WHEAT,MISSISSIPPI,3480.0,25000,7.8,72,8.35495812,2990.674,0.11842105263157894,0.16165413533834586,0.7199248120300752
784,2016,WHEAT,MISSISSIPPI,2880.0,50000,7.533333333,71,8.634929739,2990.595,0.01747311827956989,0.24731182795698925,0.7352150537634409
785,2016,WHEAT,MISSISSIPPI,2880.0,50000,7.533333333,71,8.634929739,2990.595,0.13008130081300814,0.16260162601626016,0.7073170731707317
786,2015,WHEAT,MISSISSIPPI,2880.0,120000,8.866666667,75,7.699200949,2990.231,0.007731958762886598,0.2693298969072165,0.7229381443298969
787,2015,WHEAT,MISSISSIPPI,2880.0,120000,8.866666667,75,7.699200949,2990.231,0.15083798882681565,0.13966480446927373,0.7094972067039106
788,2014,WHEAT,MISSISSIPPI,3480.0,215000,9.366666667,74,5.261285926,2991.892,0.007763975155279503,0.19099378881987578,0.8012422360248447
789,2014,WHEAT,MISSISSIPPI,3480.0,215000,9.366666667,74,5.261285926,2991.892,0.028169014084507043,0.13615023474178403,0.8356807511737089
790,2013,WHEAT,MISSISSIPPI,3480.0,385000,10.95,75,9.112771682,2989.839,0.009208103130755065,0.11970534069981584,0.8710865561694291
791,2013,WHEAT,MISSISSIPPI,3480.0,385000,10.95,75,9.112771682,2989.839,0.019801980198019802,0.08415841584158416,0.8960396039603961
792,2019,OATS,MISSOURI,1504.0,6000,12.1875,70,9.93509073,6154.426,0.148895292987512,0.19116234390009607,0.659942363112392
793,2019,OATS,MISSOURI,1504.0,6000,12.1875,70,9.93509073,6154.426,0.044929396662387676,0.19897304236200256,0.7560975609756098
794,2018,OATS,MISSOURI,1440.0,16000,9.375,71,8.914074888,6125.986,0.16405702266884786,0.28324374853937834,0.5526992287917738
795,2018,OATS,MISSOURI,1440.0,16000,9.375,71,8.914074888,6125.986,0.04495055439017081,0.3038657476775547,0.6511836979322745
796,2017,OATS,MISSOURI,2080.0,13000,10.15625,67,8.639586199,6111.382,0.06476578411405295,0.13686354378818738,0.7983706720977597
797,2017,OATS,MISSOURI,2080.0,13000,10.15625,67,8.639586199,6111.382,0.012620950778291964,0.15481699621371478,0.8325620530079932
798,2016,OATS,MISSOURI,1920.0,19000,7.1875,68,8.621514073,6091.384,0.09741060419235512,0.16276202219482122,0.7398273736128237
799,2016,OATS,MISSOURI,1920.0,19000,7.1875,68,8.621514073,6091.384,0.01747311827956989,0.24731182795698925,0.7352150537634409
800,2015,OATS,MISSOURI,2080.0,14000,8.59375,69,5.838508699,6075.411,0.11096256684491979,0.22192513368983957,0.6671122994652406
801,2015,OATS,MISSOURI,2080.0,14000,8.59375,69,5.838508699,6075.411,0.007731958762886598,0.2693298969072165,0.7229381443298969
802,2014,OATS,MISSOURI,2080.0,13000,13.59375,70,3.532008668,6059.13,0.029609690444145357,0.18438761776581428,0.7860026917900403
803,2014,OATS,MISSOURI,2080.0,13000,13.59375,70,3.532008668,6059.13,0.007763975155279503,0.19099378881987578,0.8012422360248447
804,2013,OATS,MISSOURI,1696.0,14000,12.03125,71,7.18530147,6042.989,0.023148148148148147,0.10802469135802469,0.8688271604938271
805,2013,OATS,MISSOURI,1696.0,14000,12.03125,71,7.18530147,6042.989,0.009208103130755065,0.11970534069981584,0.8710865561694291
806,2019,CORN,MISSOURI,8680.0,2980000,6.553571429,70,6.89077995,6140.475,0.148895292987512,0.19116234390009607,0.659942363112392
807,2019,CORN,MISSOURI,8680.0,2980000,6.553571429,70,6.89077995,6140.475,0.044929396662387676,0.19897304236200256,0.7560975609756098
808,2018,CORN,MISSOURI,7840.0,3300000,,71,7.165121109,6125.986,0.16405702266884786,0.28324374853937834,0.5526992287917738
809,2018,CORN,MISSOURI,7840.0,3300000,,71,7.165121109,6125.986,0.04495055439017081,0.3038657476775547,0.6511836979322745
810,2017,CORN,MISSOURI,9520.0,3250000,7.517857143,67,6.935804256,6111.382,0.06476578411405295,0.13686354378818738,0.7983706720977597
